[0.302s] [34mcolcon[0m [1;30mDEBUG[0m [32mCommand line arguments: ['/usr/bin/colcon', 'build', '--symlink-install'][0m
[2.399s] [34mcolcon.colcon_core.event_handler.log_command[0m [1;30mDEBUG[0m [32mInvoking command in '/home/wego/drive_ws/build/grid_map_costmap_2d': CMAKE_PREFIX_PATH=/home/wego/drive_ws/install/grid_map_core:/home/wego/drive_ws/install/grid_map_cmake_helpers:/home/wego/drive_ws/install/remo_navigation:/home/wego/drive_ws/install/grid_map:/home/wego/drive_ws/install/grid_map_demos:/home/wego/drive_ws/install/grid_map_visualization:/home/wego/drive_ws/install/grid_map_sdf:/home/wego/drive_ws/install/grid_map_rviz_plugin:/home/wego/drive_ws/install/grid_map_pcl:/home/wego/drive_ws/install/grid_map_loader:/home/wego/drive_ws/install/grid_map_filters:/home/wego/drive_ws/install/grid_map_ros:/home/wego/drive_ws/install/grid_map_octomap:/home/wego/drive_ws/install/grid_map_msgs:/home/wego/drive_ws/install/grid_map_cv:/home/wego/drive_ws/install/grid_map_costmap_2d:/home/wego/wego_ws/install/ydlidar_ros2_driver:/home/wego/wego_ws/install/wego_msgs:/home/wego/wego_ws/install/wego_2d_nav:/home/wego/wego_ws/install/wego:/home/wego/wego_ws/install/robot_localization:/home/wego/wego_ws/install/orbbec_description:/home/wego/wego_ws/install/orbbec_camera:/home/wego/wego_ws/install/orbbec_camera_msgs:/home/wego/wego_ws/install/nav2_bringup:/home/wego/wego_ws/install/navigation2:/home/wego/wego_ws/install/nav2_smoother:/home/wego/wego_ws/install/nav2_rotation_shim_controller:/home/wego/wego_ws/install/nav2_graceful_controller:/home/wego/wego_ws/install/nav2_dwb_controller:/home/wego/wego_ws/install/nav2_controller:/home/wego/wego_ws/install/dwb_plugins:/home/wego/wego_ws/install/dwb_critics:/home/wego/wego_ws/install/dwb_core:/home/wego/wego_ws/install/nav_2d_utils:/home/wego/wego_ws/install/dwb_msgs:/home/wego/wego_ws/install/nav_2d_msgs:/home/wego/wego_ws/install/nav2_waypoint_follower:/home/wego/wego_ws/install/nav2_theta_star_planner:/home/wego/wego_ws/install/nav2_smac_planner:/home/wego/wego_ws/install/nav2_route:/home/wego/wego_ws/install/nav2_regulated_pure_pursuit_controller:/home/wego/wego_ws/install/nav2_planner:/home/wego/wego_ws/install/nav2_navfn_planner:/home/wego/wego_ws/install/nav2_mppi_controller:/home/wego/wego_ws/install/nav2_constrained_smoother:/home/wego/wego_ws/install/nav2_bt_navigator:/home/wego/wego_ws/install/nav2_behaviors:/home/wego/wego_ws/install/nav2_core:/home/wego/wego_ws/install/nav2_collision_monitor:/home/wego/wego_ws/install/costmap_queue:/home/wego/wego_ws/install/nav2_costmap_2d:/home/wego/wego_ws/install/nav2_voxel_grid:/home/wego/wego_ws/install/nav2_velocity_smoother:/home/wego/wego_ws/install/nav2_rviz_plugins:/home/wego/wego_ws/install/nav2_map_server:/home/wego/wego_ws/install/nav2_lifecycle_manager:/home/wego/wego_ws/install/nav2_behavior_tree:/home/wego/wego_ws/install/nav2_amcl:/home/wego/wego_ws/install/nav2_util:/home/wego/wego_ws/install/nav2_msgs:/home/wego/wego_ws/install/nav2_common:/home/wego/wego_ws/install/limo_base:/home/wego/wego_ws/install/limo_msgs:/home/wego/wego_ws/install/limo_description:/home/wego/wego_ws/install/lift_ctr:/home/wego/wego_ws/install/dl_ros2_msgs:/home/wego/Downloads/backups/wego_ws/install/ydlidar_ros2_driver:/home/wego/Downloads/backups/wego_ws/install/wego_msgs:/home/wego/Downloads/backups/wego_ws/install/wego_2d_nav:/home/wego/Downloads/backups/wego_ws/install/wego:/home/wego/Downloads/backups/wego_ws/install/robot_localization:/home/wego/Downloads/backups/wego_ws/install/orbbec_description:/home/wego/Downloads/backups/wego_ws/install/orbbec_camera:/home/wego/Downloads/backups/wego_ws/install/orbbec_camera_msgs:/home/wego/Downloads/backups/wego_ws/install/nav2_bringup:/home/wego/Downloads/backups/wego_ws/install/navigation2:/home/wego/Downloads/backups/wego_ws/install/nav2_smoother:/home/wego/Downloads/backups/wego_ws/install/nav2_rotation_shim_controller:/home/wego/Downloads/backups/wego_ws/install/nav2_graceful_controller:/home/wego/Downloads/backups/wego_ws/install/nav2_dwb_controller:/home/wego/Downloads/backups/wego_ws/install/nav2_controller:/home/wego/Downloads/backups/wego_ws/install/dwb_plugins:/home/wego/Downloads/backups/wego_ws/install/dwb_critics:/home/wego/Downloads/backups/wego_ws/install/dwb_core:/home/wego/Downloads/backups/wego_ws/install/nav_2d_utils:/home/wego/Downloads/backups/wego_ws/install/dwb_msgs:/home/wego/Downloads/backups/wego_ws/install/nav_2d_msgs:/home/wego/Downloads/backups/wego_ws/install/nav2_waypoint_follower:/home/wego/Downloads/backups/wego_ws/install/nav2_theta_star_planner:/home/wego/Downloads/backups/wego_ws/install/nav2_smac_planner:/home/wego/Downloads/backups/wego_ws/install/nav2_route:/home/wego/Downloads/backups/wego_ws/install/nav2_regulated_pure_pursuit_controller:/home/wego/Downloads/backups/wego_ws/install/nav2_planner:/home/wego/Downloads/backups/wego_ws/install/nav2_navfn_planner:/home/wego/Downloads/backups/wego_ws/install/nav2_mppi_controller:/home/wego/Downloads/backups/wego_ws/install/nav2_constrained_smoother:/home/wego/Downloads/backups/wego_ws/install/nav2_bt_navigator:/home/wego/Downloads/backups/wego_ws/install/nav2_behaviors:/home/wego/Downloads/backups/wego_ws/install/nav2_core:/home/wego/Downloads/backups/wego_ws/install/nav2_collision_monitor:/home/wego/Downloads/backups/wego_ws/install/costmap_queue:/home/wego/Downloads/backups/wego_ws/install/nav2_costmap_2d:/home/wego/Downloads/backups/wego_ws/install/nav2_voxel_grid:/home/wego/Downloads/backups/wego_ws/install/nav2_velocity_smoother:/home/wego/Downloads/backups/wego_ws/install/nav2_rviz_plugins:/home/wego/Downloads/backups/wego_ws/install/nav2_map_server:/home/wego/Downloads/backups/wego_ws/install/nav2_lifecycle_manager:/home/wego/Downloads/backups/wego_ws/install/nav2_behavior_tree:/home/wego/Downloads/backups/wego_ws/install/nav2_amcl:/home/wego/Downloads/backups/wego_ws/install/nav2_util:/home/wego/Downloads/backups/wego_ws/install/nav2_msgs:/home/wego/Downloads/backups/wego_ws/install/nav2_common:/home/wego/Downloads/backups/wego_ws/install/limo_base:/home/wego/Downloads/backups/wego_ws/install/limo_msgs:/home/wego/Downloads/backups/wego_ws/install/limo_description:/home/wego/Downloads/backups/wego_ws/install/lift_ctr:/home/wego/Downloads/backups/wego_ws/install/dl_ros2_msgs:/home/wego/drive_ws/install/terrain_analysis:/home/wego/wego_ws/install/limo_ros2_application:/home/wego/wego_ws/install/nav2_simple_commander:/home/wego/wego_ws/install/dl_ros2_application:/home/wego/Downloads/backups/wego_ws/install/limo_ros2_application:/home/wego/Downloads/backups/wego_ws/install/nav2_simple_commander:/home/wego/Downloads/backups/wego_ws/install/dl_ros2_application:/opt/ros/humble /usr/bin/cmake --install /home/wego/drive_ws/build/grid_map_costmap_2d[0m
[2.413s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m create_environment_scripts_only(grid_map_sdf)
[2.414s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m checking '/home/wego/drive_ws/install/grid_map_sdf' for CMake module files
[2.415s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m checking '/home/wego/drive_ws/install/grid_map_sdf' for CMake config files
[2.416s] [34mcolcon.colcon_core.event_handler.log_command[0m [1;30mDEBUG[0m [32mInvoked command in '/home/wego/drive_ws/build/grid_map_sdf' returned '0': CMAKE_PREFIX_PATH=/home/wego/drive_ws/install/grid_map_core:/home/wego/drive_ws/install/grid_map_cmake_helpers:/home/wego/drive_ws/install/remo_navigation:/home/wego/drive_ws/install/grid_map:/home/wego/drive_ws/install/grid_map_demos:/home/wego/drive_ws/install/grid_map_visualization:/home/wego/drive_ws/install/grid_map_sdf:/home/wego/drive_ws/install/grid_map_rviz_plugin:/home/wego/drive_ws/install/grid_map_pcl:/home/wego/drive_ws/install/grid_map_loader:/home/wego/drive_ws/install/grid_map_filters:/home/wego/drive_ws/install/grid_map_ros:/home/wego/drive_ws/install/grid_map_octomap:/home/wego/drive_ws/install/grid_map_msgs:/home/wego/drive_ws/install/grid_map_cv:/home/wego/drive_ws/install/grid_map_costmap_2d:/home/wego/wego_ws/install/ydlidar_ros2_driver:/home/wego/wego_ws/install/wego_msgs:/home/wego/wego_ws/install/wego_2d_nav:/home/wego/wego_ws/install/wego:/home/wego/wego_ws/install/robot_localization:/home/wego/wego_ws/install/orbbec_description:/home/wego/wego_ws/install/orbbec_camera:/home/wego/wego_ws/install/orbbec_camera_msgs:/home/wego/wego_ws/install/nav2_bringup:/home/wego/wego_ws/install/navigation2:/home/wego/wego_ws/install/nav2_smoother:/home/wego/wego_ws/install/nav2_rotation_shim_controller:/home/wego/wego_ws/install/nav2_graceful_controller:/home/wego/wego_ws/install/nav2_dwb_controller:/home/wego/wego_ws/install/nav2_controller:/home/wego/wego_ws/install/dwb_plugins:/home/wego/wego_ws/install/dwb_critics:/home/wego/wego_ws/install/dwb_core:/home/wego/wego_ws/install/nav_2d_utils:/home/wego/wego_ws/install/dwb_msgs:/home/wego/wego_ws/install/nav_2d_msgs:/home/wego/wego_ws/install/nav2_waypoint_follower:/home/wego/wego_ws/install/nav2_theta_star_planner:/home/wego/wego_ws/install/nav2_smac_planner:/home/wego/wego_ws/install/nav2_route:/home/wego/wego_ws/install/nav2_regulated_pure_pursuit_controller:/home/wego/wego_ws/install/nav2_planner:/home/wego/wego_ws/install/nav2_navfn_planner:/home/wego/wego_ws/install/nav2_mppi_controller:/home/wego/wego_ws/install/nav2_constrained_smoother:/home/wego/wego_ws/install/nav2_bt_navigator:/home/wego/wego_ws/install/nav2_behaviors:/home/wego/wego_ws/install/nav2_core:/home/wego/wego_ws/install/nav2_collision_monitor:/home/wego/wego_ws/install/costmap_queue:/home/wego/wego_ws/install/nav2_costmap_2d:/home/wego/wego_ws/install/nav2_voxel_grid:/home/wego/wego_ws/install/nav2_velocity_smoother:/home/wego/wego_ws/install/nav2_rviz_plugins:/home/wego/wego_ws/install/nav2_map_server:/home/wego/wego_ws/install/nav2_lifecycle_manager:/home/wego/wego_ws/install/nav2_behavior_tree:/home/wego/wego_ws/install/nav2_amcl:/home/wego/wego_ws/install/nav2_util:/home/wego/wego_ws/install/nav2_msgs:/home/wego/wego_ws/install/nav2_common:/home/wego/wego_ws/install/limo_base:/home/wego/wego_ws/install/limo_msgs:/home/wego/wego_ws/install/limo_description:/home/wego/wego_ws/install/lift_ctr:/home/wego/wego_ws/install/dl_ros2_msgs:/home/wego/Downloads/backups/wego_ws/install/ydlidar_ros2_driver:/home/wego/Downloads/backups/wego_ws/install/wego_msgs:/home/wego/Downloads/backups/wego_ws/install/wego_2d_nav:/home/wego/Downloads/backups/wego_ws/install/wego:/home/wego/Downloads/backups/wego_ws/install/robot_localization:/home/wego/Downloads/backups/wego_ws/install/orbbec_description:/home/wego/Downloads/backups/wego_ws/install/orbbec_camera:/home/wego/Downloads/backups/wego_ws/install/orbbec_camera_msgs:/home/wego/Downloads/backups/wego_ws/install/nav2_bringup:/home/wego/Downloads/backups/wego_ws/install/navigation2:/home/wego/Downloads/backups/wego_ws/install/nav2_smoother:/home/wego/Downloads/backups/wego_ws/install/nav2_rotation_shim_controller:/home/wego/Downloads/backups/wego_ws/install/nav2_graceful_controller:/home/wego/Downloads/backups/wego_ws/install/nav2_dwb_controller:/home/wego/Downloads/backups/wego_ws/install/nav2_controller:/home/wego/Downloads/backups/wego_ws/install/dwb_plugins:/home/wego/Downloads/backups/wego_ws/install/dwb_critics:/home/wego/Downloads/backups/wego_ws/install/dwb_core:/home/wego/Downloads/backups/wego_ws/install/nav_2d_utils:/home/wego/Downloads/backups/wego_ws/install/dwb_msgs:/home/wego/Downloads/backups/wego_ws/install/nav_2d_msgs:/home/wego/Downloads/backups/wego_ws/install/nav2_waypoint_follower:/home/wego/Downloads/backups/wego_ws/install/nav2_theta_star_planner:/home/wego/Downloads/backups/wego_ws/install/nav2_smac_planner:/home/wego/Downloads/backups/wego_ws/install/nav2_route:/home/wego/Downloads/backups/wego_ws/install/nav2_regulated_pure_pursuit_controller:/home/wego/Downloads/backups/wego_ws/install/nav2_planner:/home/wego/Downloads/backups/wego_ws/install/nav2_navfn_planner:/home/wego/Downloads/backups/wego_ws/install/nav2_mppi_controller:/home/wego/Downloads/backups/wego_ws/install/nav2_constrained_smoother:/home/wego/Downloads/backups/wego_ws/install/nav2_bt_navigator:/home/wego/Downloads/backups/wego_ws/install/nav2_behaviors:/home/wego/Downloads/backups/wego_ws/install/nav2_core:/home/wego/Downloads/backups/wego_ws/install/nav2_collision_monitor:/home/wego/Downloads/backups/wego_ws/install/costmap_queue:/home/wego/Downloads/backups/wego_ws/install/nav2_costmap_2d:/home/wego/Downloads/backups/wego_ws/install/nav2_voxel_grid:/home/wego/Downloads/backups/wego_ws/install/nav2_velocity_smoother:/home/wego/Downloads/backups/wego_ws/install/nav2_rviz_plugins:/home/wego/Downloads/backups/wego_ws/install/nav2_map_server:/home/wego/Downloads/backups/wego_ws/install/nav2_lifecycle_manager:/home/wego/Downloads/backups/wego_ws/install/nav2_behavior_tree:/home/wego/Downloads/backups/wego_ws/install/nav2_amcl:/home/wego/Downloads/backups/wego_ws/install/nav2_util:/home/wego/Downloads/backups/wego_ws/install/nav2_msgs:/home/wego/Downloads/backups/wego_ws/install/nav2_common:/home/wego/Downloads/backups/wego_ws/install/limo_base:/home/wego/Downloads/backups/wego_ws/install/limo_msgs:/home/wego/Downloads/backups/wego_ws/install/limo_description:/home/wego/Downloads/backups/wego_ws/install/lift_ctr:/home/wego/Downloads/backups/wego_ws/install/dl_ros2_msgs:/home/wego/drive_ws/install/terrain_analysis:/home/wego/wego_ws/install/limo_ros2_application:/home/wego/wego_ws/install/nav2_simple_commander:/home/wego/wego_ws/install/dl_ros2_application:/home/wego/Downloads/backups/wego_ws/install/limo_ros2_application:/home/wego/Downloads/backups/wego_ws/install/nav2_simple_commander:/home/wego/Downloads/backups/wego_ws/install/dl_ros2_application:/opt/ros/humble /usr/bin/cmake --install /home/wego/drive_ws/build/grid_map_sdf[0m
[2.417s] [34mcolcon.colcon_core.shell[0m [1;30mLevel 1[0m create_environment_hook('grid_map_sdf', 'cmake_prefix_path')
[2.418s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating environment hook '/home/wego/drive_ws/install/grid_map_sdf/share/grid_map_sdf/hook/cmake_prefix_path.ps1'
[2.420s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating environment descriptor '/home/wego/drive_ws/install/grid_map_sdf/share/grid_map_sdf/hook/cmake_prefix_path.dsv'
[2.420s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating environment hook '/home/wego/drive_ws/install/grid_map_sdf/share/grid_map_sdf/hook/cmake_prefix_path.sh'
[2.422s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m checking '/home/wego/drive_ws/install/grid_map_sdf/lib'
[2.422s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m checking '/home/wego/drive_ws/install/grid_map_sdf/bin'
[2.422s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m checking '/home/wego/drive_ws/install/grid_map_sdf/lib/pkgconfig/grid_map_sdf.pc'
[2.423s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m checking '/home/wego/drive_ws/install/grid_map_sdf/lib/python3.10/site-packages'
[2.423s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m checking '/home/wego/drive_ws/install/grid_map_sdf/bin'
[2.424s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating package script '/home/wego/drive_ws/install/grid_map_sdf/share/grid_map_sdf/package.ps1'
[2.430s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating package descriptor '/home/wego/drive_ws/install/grid_map_sdf/share/grid_map_sdf/package.dsv'
[2.433s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating package script '/home/wego/drive_ws/install/grid_map_sdf/share/grid_map_sdf/package.sh'
[2.437s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating package script '/home/wego/drive_ws/install/grid_map_sdf/share/grid_map_sdf/package.bash'
[2.440s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating package script '/home/wego/drive_ws/install/grid_map_sdf/share/grid_map_sdf/package.zsh'
[2.442s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m create_file_with_runtime_dependencies(/home/wego/drive_ws/install/grid_map_sdf/share/colcon-core/packages/grid_map_sdf)
[2.444s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m create_environment_scripts_only(grid_map_sdf)
[2.445s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m checking '/home/wego/drive_ws/install/grid_map_sdf' for CMake module files
[2.446s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m checking '/home/wego/drive_ws/install/grid_map_sdf' for CMake config files
[2.447s] [34mcolcon.colcon_core.shell[0m [1;30mLevel 1[0m create_environment_hook('grid_map_sdf', 'cmake_prefix_path')
[2.452s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating environment hook '/home/wego/drive_ws/install/grid_map_sdf/share/grid_map_sdf/hook/cmake_prefix_path.ps1'
[2.458s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating environment descriptor '/home/wego/drive_ws/install/grid_map_sdf/share/grid_map_sdf/hook/cmake_prefix_path.dsv'
[2.459s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating environment hook '/home/wego/drive_ws/install/grid_map_sdf/share/grid_map_sdf/hook/cmake_prefix_path.sh'
[2.461s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m checking '/home/wego/drive_ws/install/grid_map_sdf/lib'
[2.461s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m checking '/home/wego/drive_ws/install/grid_map_sdf/bin'
[2.462s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m checking '/home/wego/drive_ws/install/grid_map_sdf/lib/pkgconfig/grid_map_sdf.pc'
[2.462s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m checking '/home/wego/drive_ws/install/grid_map_sdf/lib/python3.10/site-packages'
[2.463s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m checking '/home/wego/drive_ws/install/grid_map_sdf/bin'
[2.464s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating package script '/home/wego/drive_ws/install/grid_map_sdf/share/grid_map_sdf/package.ps1'
[2.466s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating package descriptor '/home/wego/drive_ws/install/grid_map_sdf/share/grid_map_sdf/package.dsv'
[2.467s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating package script '/home/wego/drive_ws/install/grid_map_sdf/share/grid_map_sdf/package.sh'
[2.469s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating package script '/home/wego/drive_ws/install/grid_map_sdf/share/grid_map_sdf/package.bash'
[2.470s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating package script '/home/wego/drive_ws/install/grid_map_sdf/share/grid_map_sdf/package.zsh'
[2.477s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m create_file_with_runtime_dependencies(/home/wego/drive_ws/install/grid_map_sdf/share/colcon-core/packages/grid_map_sdf)
[2.482s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m create_environment_scripts_only(grid_map_costmap_2d)
[2.483s] [34mcolcon.colcon_core.event_handler.log_command[0m [1;30mDEBUG[0m [32mInvoked command in '/home/wego/drive_ws/build/grid_map_costmap_2d' returned '0': CMAKE_PREFIX_PATH=/home/wego/drive_ws/install/grid_map_core:/home/wego/drive_ws/install/grid_map_cmake_helpers:/home/wego/drive_ws/install/remo_navigation:/home/wego/drive_ws/install/grid_map:/home/wego/drive_ws/install/grid_map_demos:/home/wego/drive_ws/install/grid_map_visualization:/home/wego/drive_ws/install/grid_map_sdf:/home/wego/drive_ws/install/grid_map_rviz_plugin:/home/wego/drive_ws/install/grid_map_pcl:/home/wego/drive_ws/install/grid_map_loader:/home/wego/drive_ws/install/grid_map_filters:/home/wego/drive_ws/install/grid_map_ros:/home/wego/drive_ws/install/grid_map_octomap:/home/wego/drive_ws/install/grid_map_msgs:/home/wego/drive_ws/install/grid_map_cv:/home/wego/drive_ws/install/grid_map_costmap_2d:/home/wego/wego_ws/install/ydlidar_ros2_driver:/home/wego/wego_ws/install/wego_msgs:/home/wego/wego_ws/install/wego_2d_nav:/home/wego/wego_ws/install/wego:/home/wego/wego_ws/install/robot_localization:/home/wego/wego_ws/install/orbbec_description:/home/wego/wego_ws/install/orbbec_camera:/home/wego/wego_ws/install/orbbec_camera_msgs:/home/wego/wego_ws/install/nav2_bringup:/home/wego/wego_ws/install/navigation2:/home/wego/wego_ws/install/nav2_smoother:/home/wego/wego_ws/install/nav2_rotation_shim_controller:/home/wego/wego_ws/install/nav2_graceful_controller:/home/wego/wego_ws/install/nav2_dwb_controller:/home/wego/wego_ws/install/nav2_controller:/home/wego/wego_ws/install/dwb_plugins:/home/wego/wego_ws/install/dwb_critics:/home/wego/wego_ws/install/dwb_core:/home/wego/wego_ws/install/nav_2d_utils:/home/wego/wego_ws/install/dwb_msgs:/home/wego/wego_ws/install/nav_2d_msgs:/home/wego/wego_ws/install/nav2_waypoint_follower:/home/wego/wego_ws/install/nav2_theta_star_planner:/home/wego/wego_ws/install/nav2_smac_planner:/home/wego/wego_ws/install/nav2_route:/home/wego/wego_ws/install/nav2_regulated_pure_pursuit_controller:/home/wego/wego_ws/install/nav2_planner:/home/wego/wego_ws/install/nav2_navfn_planner:/home/wego/wego_ws/install/nav2_mppi_controller:/home/wego/wego_ws/install/nav2_constrained_smoother:/home/wego/wego_ws/install/nav2_bt_navigator:/home/wego/wego_ws/install/nav2_behaviors:/home/wego/wego_ws/install/nav2_core:/home/wego/wego_ws/install/nav2_collision_monitor:/home/wego/wego_ws/install/costmap_queue:/home/wego/wego_ws/install/nav2_costmap_2d:/home/wego/wego_ws/install/nav2_voxel_grid:/home/wego/wego_ws/install/nav2_velocity_smoother:/home/wego/wego_ws/install/nav2_rviz_plugins:/home/wego/wego_ws/install/nav2_map_server:/home/wego/wego_ws/install/nav2_lifecycle_manager:/home/wego/wego_ws/install/nav2_behavior_tree:/home/wego/wego_ws/install/nav2_amcl:/home/wego/wego_ws/install/nav2_util:/home/wego/wego_ws/install/nav2_msgs:/home/wego/wego_ws/install/nav2_common:/home/wego/wego_ws/install/limo_base:/home/wego/wego_ws/install/limo_msgs:/home/wego/wego_ws/install/limo_description:/home/wego/wego_ws/install/lift_ctr:/home/wego/wego_ws/install/dl_ros2_msgs:/home/wego/Downloads/backups/wego_ws/install/ydlidar_ros2_driver:/home/wego/Downloads/backups/wego_ws/install/wego_msgs:/home/wego/Downloads/backups/wego_ws/install/wego_2d_nav:/home/wego/Downloads/backups/wego_ws/install/wego:/home/wego/Downloads/backups/wego_ws/install/robot_localization:/home/wego/Downloads/backups/wego_ws/install/orbbec_description:/home/wego/Downloads/backups/wego_ws/install/orbbec_camera:/home/wego/Downloads/backups/wego_ws/install/orbbec_camera_msgs:/home/wego/Downloads/backups/wego_ws/install/nav2_bringup:/home/wego/Downloads/backups/wego_ws/install/navigation2:/home/wego/Downloads/backups/wego_ws/install/nav2_smoother:/home/wego/Downloads/backups/wego_ws/install/nav2_rotation_shim_controller:/home/wego/Downloads/backups/wego_ws/install/nav2_graceful_controller:/home/wego/Downloads/backups/wego_ws/install/nav2_dwb_controller:/home/wego/Downloads/backups/wego_ws/install/nav2_controller:/home/wego/Downloads/backups/wego_ws/install/dwb_plugins:/home/wego/Downloads/backups/wego_ws/install/dwb_critics:/home/wego/Downloads/backups/wego_ws/install/dwb_core:/home/wego/Downloads/backups/wego_ws/install/nav_2d_utils:/home/wego/Downloads/backups/wego_ws/install/dwb_msgs:/home/wego/Downloads/backups/wego_ws/install/nav_2d_msgs:/home/wego/Downloads/backups/wego_ws/install/nav2_waypoint_follower:/home/wego/Downloads/backups/wego_ws/install/nav2_theta_star_planner:/home/wego/Downloads/backups/wego_ws/install/nav2_smac_planner:/home/wego/Downloads/backups/wego_ws/install/nav2_route:/home/wego/Downloads/backups/wego_ws/install/nav2_regulated_pure_pursuit_controller:/home/wego/Downloads/backups/wego_ws/install/nav2_planner:/home/wego/Downloads/backups/wego_ws/install/nav2_navfn_planner:/home/wego/Downloads/backups/wego_ws/install/nav2_mppi_controller:/home/wego/Downloads/backups/wego_ws/install/nav2_constrained_smoother:/home/wego/Downloads/backups/wego_ws/install/nav2_bt_navigator:/home/wego/Downloads/backups/wego_ws/install/nav2_behaviors:/home/wego/Downloads/backups/wego_ws/install/nav2_core:/home/wego/Downloads/backups/wego_ws/install/nav2_collision_monitor:/home/wego/Downloads/backups/wego_ws/install/costmap_queue:/home/wego/Downloads/backups/wego_ws/install/nav2_costmap_2d:/home/wego/Downloads/backups/wego_ws/install/nav2_voxel_grid:/home/wego/Downloads/backups/wego_ws/install/nav2_velocity_smoother:/home/wego/Downloads/backups/wego_ws/install/nav2_rviz_plugins:/home/wego/Downloads/backups/wego_ws/install/nav2_map_server:/home/wego/Downloads/backups/wego_ws/install/nav2_lifecycle_manager:/home/wego/Downloads/backups/wego_ws/install/nav2_behavior_tree:/home/wego/Downloads/backups/wego_ws/install/nav2_amcl:/home/wego/Downloads/backups/wego_ws/install/nav2_util:/home/wego/Downloads/backups/wego_ws/install/nav2_msgs:/home/wego/Downloads/backups/wego_ws/install/nav2_common:/home/wego/Downloads/backups/wego_ws/install/limo_base:/home/wego/Downloads/backups/wego_ws/install/limo_msgs:/home/wego/Downloads/backups/wego_ws/install/limo_description:/home/wego/Downloads/backups/wego_ws/install/lift_ctr:/home/wego/Downloads/backups/wego_ws/install/dl_ros2_msgs:/home/wego/drive_ws/install/terrain_analysis:/home/wego/wego_ws/install/limo_ros2_application:/home/wego/wego_ws/install/nav2_simple_commander:/home/wego/wego_ws/install/dl_ros2_application:/home/wego/Downloads/backups/wego_ws/install/limo_ros2_application:/home/wego/Downloads/backups/wego_ws/install/nav2_simple_commander:/home/wego/Downloads/backups/wego_ws/install/dl_ros2_application:/opt/ros/humble /usr/bin/cmake --install /home/wego/drive_ws/build/grid_map_costmap_2d[0m
[2.484s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m checking '/home/wego/drive_ws/install/grid_map_costmap_2d' for CMake module files
[2.486s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m checking '/home/wego/drive_ws/install/grid_map_costmap_2d' for CMake config files
[2.486s] [34mcolcon.colcon_core.shell[0m [1;30mLevel 1[0m create_environment_hook('grid_map_costmap_2d', 'cmake_prefix_path')
[2.487s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating environment hook '/home/wego/drive_ws/install/grid_map_costmap_2d/share/grid_map_costmap_2d/hook/cmake_prefix_path.ps1'
[2.488s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating environment descriptor '/home/wego/drive_ws/install/grid_map_costmap_2d/share/grid_map_costmap_2d/hook/cmake_prefix_path.dsv'
[2.489s] [34mcolcon.colcon_core.shell[0m [1;30mINFO[0m Creating environment hook '/home/wego/drive_ws/install/grid_map_costmap_2d/share/grid_map_costmap_2d/hook/cmake_prefix_path.sh'
[2.490s] [34mcolcon.colcon_core.environment[0m [1;30mLevel 1[0m checking '/home/wego/drive_ws/install/grid_map_costmap_2d/bin'
